@relation D__weibo_category9_hasNISegment

@attribute text string
@attribute @@class@@ {体育,军事,历史,时事,汽车,电影,科技,综艺娱乐,美食}

@data
' 新 张 利 原产地 年货 节 微博 橱窗 小时候 喜欢 吃 米饭 唯独 奶奶 白糖 拌 白米饭 爱 吃 北京 打工 块 同事 南方 米饭 最初 习惯 慢慢 喜欢 米饭 时间 推移 改变 口味 看法 五道沟有机农场主 盟主肖礼',科技
' RunningMan 周一 情侣 两万八千万 戒指 约定 戒指 懵智 少女 心 爆 棚 狗哥 买 回来 期 数 周一 情侣 宋智孝 Gary Lrm kookie 秒 拍 视频',综艺娱乐
' 贵客 临做法 大餐 款待 凉拌 炒 热 合 菜 红烧 鳗 鳞 鱼 蜂蜜 苦瓜 韭黄 炒 鸡蛋 白灼 蛎 虾 油 发射 金 蝉 清蒸 螃蟹',美食
' 好好 享受 世界 冠军',体育
' 中国 维和 军人 讲述 解放军 马来西亚 劳苦 中国 维和 军人 讲述 解放军 马来西亚 劳苦',军事
' 渡 娘 河 听见 一串串 水花 发出 幸福 声响',历史
' 雾 霾 治理 不用 风 军事 科技 治 霾 稳准狠 本月 北京 持续 天 雾 霾 环保部 空气 重 污染 预警 蓝色 预警 升级 黄色 预警 雾 霾 治理 政府 各界 科技 发生 工作 近日 中国 军方 携 思 系统 治 霾 队伍 稳准狠 攻克 雾 霾 难题',时事
' 每日 手机 壁纸',汽车
' 厉害 word 弟 史 全 电影 清单 马 走 慢慢',电影
' 深度 电 商 时代 求生 路 去年 电 商 花 心血 时间 做 研 归纳 分为 方向 第一 电 商 消费 升级 第三 新 生活 方式',科技
' 鹿晗 择天 记 鹿晗 鹿晗 古力娜扎 识破衔 主演 东方 奇幻 电影 择 天 记 直播出 平台 未定 年 浙江卫视 重提 周 直播 剧 听说 鹿晗 退出 跑 男 估计 买 剧 周 间 跑 男 互补 M鹿M',综艺娱乐
' 秋梨膏 秋天 天气 渐渐 转 凉 感冒 咳嗽 嗓子 舒服 时 在家 喝 杯 秋梨膏 见效 家里 小朋友 喝 享受 美食 健康 身边 转 存',美食
' 先 发 阵容 德赫亚 瓦伦西亚 拜 利 斯莫林 队长 布林德 费莱尼 博格巴 埃雷拉 拉什福德 伊 布 阿什利 杨 替补 名单 罗梅罗 罗霍 肖 卡里克 林加德 马塔 鲁尼',体育
' 金 太 军 周义程 资本 力量 操控 选举 民主 精彩 手机 浏览器 金 太 军 周义程 资本 力量 操控 选举 民主',军事
' 古 罗马 人物 形象 玛瑙 戒指 玛瑙 诶',历史
' 男子 抽烟 父母 唠叨 剪 刀把 生殖器 剪 掉 近日 连云港 岁 男子 父母 钱 买 烟 父母 句 回 屋 剪 刀把 生殖器 剪 掉 男子 太 疼痛 父母 赶紧 送 医院 男子 工作 未婚 闭 抑郁症 外界 交流 少 宫 危险 男子 抽烟 父母 唠叨 宫',时事
' 汽汽车 日常 队 猜 汽车 款 汽车 武汉 武昌区',汽车
' 李安 导演 饮食 男女 开篇 段 次 流 口 水 炉 炉',电影
' o2o 晚报 网 约 汽车 生存总体状况 堪 忧 携 程 战略 投资 旅游 百事通 二手汽车 电 商 平台 监测 走过场 携 校园 贷 纠纷 年 涉案 乐视 对外 通报 书记 舞弊 案 卖 汽车 获 2000万 美元 轮 投资',科技
' 杨幂 真正男子汉 杨幂 ELLE 未来 想 拥有 身份 杨幂 希望 重 回 歌坛 称霸 歌坛 鈰 嫰 梦想 了不起 杨幂',综艺娱乐
' 颗 胜利 柠檬 安岳柠檬 成功 老家 外国 菜单 次 安岳柠檬 阶段 胜利 归功 安岳 独特 自然环境 天时地利 开发就 安岳柠檬 MUJI 慧眼 识 珠 称得上 悦 食 Epicure 丨 家宴 特 集 颗 胜利 柠檬',美食
' 球迷 培训 ing',体育
' 沙漠 鹰 VS 历史性 西瓜 历史',军事
' 天津 地毯 风靡 海外',历史
' 争鸣 夜 语 冬 鸟 玛丽 孤立 情况 依然 尊严 妓女 永远 妓女 妓女 本分 做 遗弃 生活 无人区 星辰大海 相伴 自由 圆满 习惯 独处 受累 群居',时事
' 马路 开 碰碰汽车 厉害 word 叔 网友爆料 上午 九点 沈阳 西 塔 时 发现 两 名 男子 碰碰汽车 开 马路 遵守交通规则 汽车辆 红灯 机动汽车 呆 公园 里 太 危险',汽车
' 奇异博士 中国 新闻 发布会 下午 结束 发布会 主演 本尼迪克特 康伯巴奇 蒂尔达 斯文顿 导演 斯科特 德瑞克森 送 幅 漫威 英雄 上海 太极图 主创 太 喜欢 幅 趣 图 野孩子涂鸦 创作 感谢 分享 爱 英雄 动作 奇异博士 上映',电影
' 销售 追踪 一场空 追踪 做 销售 职业 素养 身体 流动 时刻 追踪 下属 客户 血液 放手 下属 干 风筝 飞 高 线 销售 追踪 一场空',科技
' 汪涵 火星 情报局 季 录制 涵 哥 腿 点 忙 图片 微博',综艺娱乐
' 推出 制作 第三 营养 餐 视频 叔 煮家 视频 系列 天 频率 视频 叔 介绍 款 分钟 制作 超级 简单 低 脂 低热 香 营养 餐 奶昔 减肥 朋友 早晚 两 餐 小伙伴 营养 早餐 营养 煮 家 尚 舒 营养 餐 吃 货 秀',美食
' 利物浦 VS 曼 联比赛 前 热身 黑 猫 溜 进 安菲尔 德 球场 里 散步 英国 足球 点 事 秒 拍 视频',体育
' 太行 行 行 歼 歼 俄 货 此前 军 人士 文宣 场合 国内 战机 采用 国产 发动机 飞机型号 数量 飞机 装备 数量 比例 太行 行 行 歼 歼 俄 货',军事
' 大学 里 贫困生 占 在校生 国务院 扶贫办 发布 中国 精准扶贫 发展 文章 显示 中国 高校 贫困 学子 数量 高 达 300万 占据 在校 大学生 贫困 程度 贫困 学生 心理 健康 状况 影响 贫困 程度 加重 加重 表现 躯体 化 症状 强迫 症状 人际关系 敏感 焦虑 症状',历史
' 凰 金 段子 泰国 国王 逝世 王位 继承 战一触即发 花花 公子 王储 中国 通 公主 执掌 权杖 泰国 王室 世 诅咒 否 应验 今晚 走 进 泰国 王室 异 闻 录',时事
' 开 天 Model 发现 电动汽车 开 久 依赖 症 特别 拥堵 城市 补充 高 品质 电动汽车 外形 动感 Coupe 新 前 脸 确实 款 家族 脸 潮 科幻 鹰 翼 做法 外观 亮点 开 关 过程 行人 中 注目礼 赞叹声 中 实用 汽车主 虚荣心',汽车
' IMDB 历年 受 网友 电影 部 全球 电影 网站 IMDB 建 站 受 网友 电影',电影
' 经验 谈 无线 网 关 潜 规则 开发 建议 腾讯 无线 名 发生 人员 团队 开发 运营 过程 中 碰到 有线 网络 环境 碰 积累 经验 希望 分享 腾讯 讲堂',科技
' 无力 反驳 听 位 导游 晓之 情 动 理 温馨 话语 感动 买 对不起 全世界 LHappy 张江 秒 拍 视频',综艺娱乐
' 蛋糕 做法 麻婆蛋糕 家庭 版 麻婆蛋糕 英文 名 Mapo Tofu 称为 陈 麻婆蛋糕 四川省 地方 传统 名菜 麻婆蛋糕 外观 色 深红 红 绿 相 衬 蛋糕 形 整 烂 吃 麻 辣 烫 嫩 酥 香 好吃 风味 喜欢 转发 不可辜负 美食 地方 美食 好吃城',美食
' 瓦伦 铲 球',体育
' 军号 问 黑 历史 俩 苗苗 扫墓 面 戴 副 参加 光荣 使命 COS 比赛 墨镜 印象 深刻 算算 时间 两 年 前 贵人 忘 事',军事
' 内心 强大 照顾 承认 平凡 努力 方向 发展 平静 面对 生活 安然 听从 内心 感受 受 影响 迷茫 虚度',历史
' 广州市 积分 制 入 户 政策 下月 接受 申请 广州市 政府 常务 会议 审议 新 修订 广州市 积分 制 入 户 管理 办法 实施 细则 积分 制 入 户 积分 指标 排名 规则 优化 调整 全市 安排 积分 制 入 户 受理窗口 接受 网上 申请 受理窗口 同步 接收 纸质 材料 南方日报 记者 昌道',时事
' 幻想 条 比赛道 挑战 就绪 整整 年 时间 困难 兴奋 并存 爱 做梦 有时候 噩梦 惊醒 有时候 梦 成 真 梦境 度 竞 速 颠覆 想象 纽博格林 比赛道 闹翻 天 韩 岳 秒 拍 视频',汽车
' 电影 版 寻 秦 记 明年 内蒙古 拍摄 古天乐 林峰 宣萱 回归 郭羡妮 滕丽 名 江华 剧组 原班人马 回归 妈 原班人马 感动 这部 剧 穿越 剧 鼻祖 转',电影
' 科幻 电影 里 场景 阿里巴巴 云计算 数据 人工智能 阿里 黑 科技 中国 IT 杂谈 秒 拍 视频',科技
' 脑 性 男 导演 期待 邀请 宋仲基 SHINee tvN 电影 电影 大脑 性感 时代 男人 李根灿 导演 接受 媒体 采访 称 希望 邀请 演员 宋仲基 男团 SHINee 完 整体 出演 期待',综艺娱乐
' 晚饭 做 蛋糕 大学 食堂 锡纸 饭 手抓饼 手抓饼 回家 路上 开汽车 吃 完',美食
' 全场 比比赛 结束 曼 联 客场 战平 利物浦 缺 阵 情况 曼 联 严防 保住 清白 身 离开 安菲尔德 德赫亚 奉献 精彩 扑救 穆里尼奥 想 赢 球 战胜',体育
' 菲律宾 总统 此行 访华 计划 中国 购买 武器 菲律宾 总统 杜特尔 特 近日 接受 采访 时 称 上周 落幕 美 菲 登陆 演习 场 美 菲 军 演 未来 排除 菲 中 菲 俄军 演 称 访华 议程 便是 探讨 中国 购买 武器 杜特尔特 轻武器 小型 快速 驱逐舰 感 兴趣 菲 总统 此行 访华 计划 购 中国 武器',军事
' 偷拍 爪子 舔 蛋蛋',历史
' 对不起 包裹 烧毁 广州市 公安 消防 局 通报 位于 白云区 处 物流 园 仓库 发生 火灾 现场 化妆品 油漆 汽汽车 配件 易燃物品 接警 消防 部做法 调派 中队 赶赴 现场 处置 许 现场 浓烟滚滚 明火 暂 未 收到 人员伤亡文章 新华网',时事
' 年 微博 V影响力峰会 次 微博 动作 期待 汽汽车 见面 汽汽车 V影响力峰会',汽车
' 电影 老爷子 先行 预告 片中 字 版 号 正式 预告 片 公开 坐等',电影
' 蜜汁 笑 点 屌 丝大 鹏 大白天 客厅 媳妇 玩 搞 笑 污 视频',科技
' 今晚 选手 齐兴华 中国 首 位 3D 画家 唯 位 受 邀 迪拜 政府 参加 迪拜 3D 画展 画家 作品 语言 描绘 劲 爆 内容 今晚 站 底',综艺娱乐
' 晚上 卤肉 方法 炖 锅 野 香蕈土豆 肉 酱 香菇 香 土豆 特有 吸 味 粉 软 黑豆 酱油 冰糖 煸 香 红 葱头 加 红 曲 炒 香蕈土豆 丝 截然不同 风味 食材 变 菜 式 变 朋友 变 交往 乐趣 少 成立 容纳 性 丰富性 心 胃 永不 厌倦',美食
' 全场 曼 联 利物浦 北京 时间 英国 当地时间 比赛季 英超 第8 轮 场 焦点 战 曼 联 做客 安菲尔德 战 利物浦 整 场 攻守 未能 进球 最终 握手言和 轮 战罢 曼联 积 暂 列 积分榜 第7 位 战报 伊 布 失 良机 曼 联 客 平 利物浦',体育
' 反 蛙人 火箭',军事
' 海 师 大学生 听 战士 李光邦 讲 革命 故事 传承 长征 精神 李光邦 讲述 革命 故事 通讯员 曾丽芹 摄 海 师 大学生 听 战士 李光邦 讲 革命 故事 传承 长',历史
' 广西一 帮 同学 搞 聚会 老师 中途 离开 走失 近日 广西一 名 退休 老师 方坚 应 学生 邀请 参加 同学 聚会 聚会 期间 老师 起身 离开 同学 回 房 休息 在意 老师 走失 同学 老师 患有 间歇 性 失 忆 同学 报警 警方 立案 南国早报',时事
' 逃离 xxx 走 入 绿色 生活 图 观赏 猛 戳 逃离 xxx 走 入 绿色 生活',汽车
' 摩托 版 速度 激情 国外 位 哥 作 死 飙 汽车 摩托汽车 飙 飞 胆战心惊 完 厉害 Word 哥 LYouTube 精彩 视频 秒 拍 视频',电影
' 可惜 喜欢 乘法',科技
' 女 汉子 字幕 组 MBC 神秘 音乐 秀 蒙面 歌王 E81 记载 论坛 扎根 大树 偏见 音乐 一举 第40 歌王 要点 餐 爆米花 少女 本期 亲切 微笑 全力以赴 守卫 王 座 问鼎 成功 歌王 实力 战 实力 重',综艺娱乐
' 步 锅 真 步 做 可乐鸡翅 酱 汁 拌 饭 夸张 真 太 吃 懒 宝宝 抱 紧 明天 发懒 合集',美食
' 全场 比比赛 结束 利物浦足球俱乐部 曼联足球俱乐部 整 场 陷入 缠 斗 场 主队 攻势 第59 分钟 埃姆雷 詹 禁区 左 脚 射做法 德赫亚 扑 第71 分钟 库蒂尼奥 禁区 外 具 威胁 远射 德赫亚 扑 最终 改写 比分 利物浦 延续 英 超 轮 败 曼联 遭遇 两 平',体育
' 美国 感到 尴尬',军事
' 六朝 杰 孙权 年 年 字仲谋 吴郡富 春 浙江 富阳 生于 邳 江苏 徐州市 邳州 国 时代 东吴 建立 父亲 孙坚 兄 长孙 策 东汉 末年 群雄 割据 中 打下 江东 基业 建安 年 孙策 遇刺 身亡 孙 权 掌 事 诸侯',历史
' 家长 逗孩子 动作 危险 做 近日 名 男子 逗孩子 时 不慎 跌倒 压 小孩 头颈 部 致使 孩子 治 身亡 视频 关注 高 抛 孩子 抓 孩子 手 转圈 孩子 骑 脖 马 常见 逗 娃 动作 危险 孩子 带来 致命 伤害 戳 图 动作 孩子 做',时事
' 好像 宾利',汽车
' 年度 惊 悚 密室 逃脱 恐怖片 屏住呼吸 北美 年度 恐怖 惊 悚 佳作 电影 讲述 年轻人 金钱 迷惑 入室 行 位 失明 独居 老人 陷入 场 危局 想 逃跑 发现 屋里 惊人 秘密',电影
' 教 动手 做 iOS 越狱 app 俗话说得好 万事 开头 难 简单 简单 app 算 app 注入 段 代码 进 系统 中 特定 函数 方法 调用 hook 掉 Jerry4me 伯乐 在线 专栏 作者',科技
' 杨幂 孙 杨 黄子韬 蒋劲夫 佟丽娅 真正男子汉 第一 期 预告 星 闻 揭秘 秒 拍 视频',综艺娱乐
' 翻 糖 蛋糕 满分 刀 太 残忍',美食
' 曼 联 足球 俱乐部 上半场 成功 高压 战术 压缩 主队 利物浦 进攻 空间 场 利物浦 进攻 势头 旺盛 德赫亚 次 精彩 扑救 力保 城做法 失 红 魔 成功 顶住 利物浦 狂 攻 最终 客场 战平 利物浦 安菲尔 德 带走 积分',体育
' 好吃肉 VS 好吃肉 好吃',军事
' 谈 疏勒城 两 天 疏勒城 热闹 耿恭 事迹 拜 服 疏勒城 位置 周边 军事 地理 新闻 中 地图 查找 城 易 事 发 幅 疏勒城 地图 清晰 疏 文字 版 新浪 长微 博 微博 字 烦恼 试试 新',历史
' 南京 新闻 突发 南京 南站 玉兰 路 隧道 发生 汽车祸 今晚 南京 南站 玉兰 路 隧道 发生 汽车祸 937江苏新闻广直播',时事
' 日产 GT 超汽车 本田机汽车 瞬间 兴奋 想到 战神 吃素 危险 驾驶 请勿模仿',汽车
' 韩国 釜山电影节 苍 井 优 剧照 花絮 fence 图片 韩国 KMBS 新闻 报道',电影
' 投 希拉里 合法',科技
' 相爱 旧时 中国 结婚 证书 文字 字 句 爱情',综艺娱乐
' 饺子 包 法 可爱 赶紧 收 美食 道 美食 DIY',美食
' 全场 比比赛 结束 利物浦 曼 联 拿下 曼 联 收获 比赛季 第一 场 封 接受 杰拉德 阿格尔 苏亚 雷斯 国外 媒体 骗人',体育
' 天 押 叛徒 吃 馃 槄 女子 吃 自助餐 收费 1万4千 元',军事
' 读 日历 清 佚名 乾隆 皇帝 威 弧 获鹿 图 卷 图 卷 中 乾隆 皇帝 身 跨 白马 拉弓 放 矢 远处 奔 鹿 应声 倒 皇帝 身旁 皇妃 骑马 紧紧 追随 侍奉 关键 时刻 一只只 羽 箭 奉 图 唯 幅 乾隆 皇帝 皇妃 骑马 猎鹿 画作 图 中 皇妃 身着 异域 服饰 西域 容 妃 中 香',历史
' 号 研所 开 天地 玄 黄 宇宙 洪荒 世界 太 太 秘密 莫名其妙 蓝瘦香菇 抑郁 小孩子 远离 疾病 侵袭 衣食住行 谣言 伪人工智能 困扰 找 号 研所 直直播 想 科普 私奔 月球',时事
' 话题 日产 GT 战神 滴',汽车
' 追捕 野蛮 梦 里 影评 每日 荐 片 追捕 野蛮 忍俊不禁 诙谐 中 缔结 温情 正 犹如 新西兰 画 美景 般 自然 电影 少 实施 森林 冒险 收获 久违 童真 生活 启迪 命运 泛起 涟漪 开怀 笑 感受 纯真 羁绊',电影
' 唯 品 收购 浙江 贝 付 支付 牌照 美 收购 深圳 神州 通 付 恒大 收购 集 付 通 万达 钱 京东 网 银 线 苏宁 易付宝 阿里 支付宝 腾讯 财富 通 百 度 百度 钱包 小米 捷 付 睿 土豪 布局 金融 开发 生态圈 市场 家 支付 牌照 公司 够 土豪 抢',科技
' 想 低调 路过 普 普 世界 青年 周四 晚 21点 散 韩 凉 凉 表情',综艺娱乐
' 红烧 征服 米饭 杀手 全 红烧 家常 简单 烹饪 方式 酱油 成品 色泽 红润 咸香 略带 甜味 丨 转',美食
' 缺少 昔日 双 红 速度 激情 封 攻击力 强 利物浦 穆里尼奥 满意 红 魔 找到 中 前 场 最佳 人员 组合 战 阿什利 扬 费莱尼 发挥 应有 作用 跑 消耗战 面对 硬度 防守 红军 太 办法 两 次 机会 德赫亚 关 想',体育
' 超 燃 视频 分钟 回顾 中国 航天 新世纪 神 舟 号 发射 中国 踏 航天 新 征程 载人 飞行 探 月 工程 空间 实验 新 世纪 中国 航天 一次次 突破 远征 浩瀚星辰 神 舟 十一 号 出征 太空 北京 中国 大学',军事
' 揭秘 渡 赤水 获胜 密电 印证 毛泽东 用兵 神 揭秘 渡 赤水 获胜 密电 印证 毛泽东 用兵 神',历史
' 男子 女友 酒店 亲热 声 太 遭 群 殴 北海市 海城区 酒店 住 客 张 隔壁 房 亲热 声 太 手 持 衣架 猛 踹 房做法 张某 进 房间 殴 打雷 雷 反击 雷某 头部 肩 部 受伤 民警 调解 张某 太 冲动 赔偿 雷某 5万 元 新闻 Knews 秒 拍 视频',时事
' 汽汽车 V影响力峰会 怀着 激动 心情 等待 天 到来 感谢 微博 汽汽车 感谢 伯乐',汽车
' 师姐 挥 刀 蒙太奇 生化 危机 整 部 系列 精彩 情节 相 串 女 战神 爱 丽 丝 火力 全 开 情节 惊 心 火爆',电影
' 听说 汽车主 白天 欺负 汪 杯 具 汽车主 公司 数据 汽车 狗 拆 冷 笑话 精选 秒 拍 视频',科技
' 新 电影 开 录 剪 完 短发 第一 电影 关注',综艺娱乐
' 可乐鸡翅 好吃 吃 停 简单易学 百 吃 腻 转 学习 关 注 学 做 菜 谢谢 美食 菜谱 大全',美食
' 德赫亚 扑救',体育
' 发布 头 条 文章 朱姆 沃尔特 级 首 舰 服役 朱姆 沃尔特 级 首 舰 服役',军事
' 周日 十二 堂 生命 课 邀请 原 北大 光华 学生 白血病 病人 移植 康复 民间 力 建立 骨髓 库 刘正琛 讲 生命 课 讲 身亡 幽谷 生命 开花 值得 珍惜 公益 讲座 自由 参加 事先 现场 人数 有意 听讲 通告 左 下方 阅读 原文 处 点 开 报',历史
' 证监会 监管 加速 匹 凸 匹 常山 股份 立案 调查 证监会 新闻 发布会 证监会 披露 案件 行政 惩罚 家 上市 公司 涉及 数据息 披露 违规 罚 证监会 监管 加速 匹 凸 匹 常山 股份 立案 调查',时事
' 图 学 交 规 图 标志 含义 长 时 停汽车 禁止 临时 停汽车 禁止 长 时 停汽车 禁止 停放 汽车辆',汽车
' 送 票 谢 霆 锋 刘青云 佟丽娅 范晓萱 识破衔 主演 动作 犯罪 悬疑 大片 惊 天 破 正式 登陆 院 线 讲述 香港 重 案 组 督查 马 进 犯罪 心理学 专家 汽车 家 伟 携手 破 连环 杀人 案件 故事 谢 刘二人 继 消失 子弹 时隔 年再度 合作 金像奖 两 影 帝 银幕 飙 演技 错过 关注',电影
' 杨洋 杨洋 icon 第十一 届 金鹰节 颁奖 晚会 杨洋icon 绅士 淑女 赏心悦目',科技
' 第十一 届 金鹰节 颁奖 晚会 华晨宇 文案 想',综艺娱乐
' 美国 纪录片 食物 选择 丨 全 素 饮食 健康 关系 争议 本片 围绕 健康 营养 免疫力 实验 切身 经验 揭秘 素食 身体 影响 持 观点 供 适度 参考 饮食 720p 纪录片 食物 选择 Food Choices 食 帖 精选',美食
' 邮报 图 周日 晚上 厄齐尔 贾斯汀 伯 Signor Sassi restaurant 进 晚餐',体育
' 每月 次 例行 上天 台 日子',军事
' 新 SSR 真的 欲 求 酒 吞 童子 懒得 理 懒得 红叶 喝酒',历史
' 次 尝试 毁 终身 警察 实力 揭秘 冰 毒 致命 伤 涉 毒 艺人 吸食 冰 毒 有人 无知 冰 毒 吸食 异样 错误 警察 叔叔 科普 毒品 碰 转 身边 朋友 周 知 公安部打四黑除四害',时事
' 汽汽车 V影响力峰会 汽汽车',汽车
' 段 李东学 新片 勇士 采访 提到 演 负 重伤 赶路 跑步 角色 下狠心 鞋 里 放 石头 听 疼 小伙伴 想象 鹅卵石 跑 酷 感觉 完 真心 娱乐 圈 努力 敬业 钻研 演技 演员 开 偶像 自我 修养 课堂',电影
' 神 福利 小伙伴 晚上 来到 神 福利 夜猫子 聊天 专场 相互 聊天 求 福利 分享 新好吃事 米粉 交朋友 希望 米粉 之间 谈 朋友 小伙伴 米粉 大家庭 探索 享受 科技 乐趣 米粉 小米',科技
' 经历 本事 社交 浮尘 皓伦 王明川',综艺娱乐
' 堆 新 東 西 開 光真 開 心 最先 為 塊 千里迢迢 背 回 來 富士山 熔岩 石 訂 M9 肉 買 夏威夷 黑 鹽 新 staub 釜 飯 紅 鍋 Fields甫田网 米 來 兩 個 朋友 卻 意外 默契 秋天 禮 物 唯一 存 貨 冰箱 裡 後 幾 條 凍 著 松 茸 雞 樅 天 氣 清朗 開 窗 陣 桂花 香 開 爐 熱 石 烤',美食
' 穆里尼奥 率 亿 豪华 阵容 破 纪录 曼 联 英 超 历史 记录 最低 控 球 率 全场 次 命中 做法框 射做法 名 帅 风范',体育
' 中国 民众 行军 中 缅 军 军人 送 水',军事
' 衣衫 褴褛 孩子 爱国 罪犯 老人 捐款 赈灾 罪犯 手无寸武器 卫 国 流氓 狼 羊 富裕 自由 傻强制',历史
' 成都 身边 事 成都 双流 机场 航班 飞错离场程序 起飞 转 错 方向 名 业内人士 爆 料 称 近日 国航 西南 分公司 架 航班 号 CA4401 客机 成都 飞往 拉萨 过程 中 起飞 飞错离场程序 指 起飞 离开 机场 时 飞 路径 出错 故事 国航 西南 分公司 名 内部 人士 证实 事发 国航 提醒 驾驶舱',时事
' 台湾 米糕 蛋糕 真 叔 吃',汽车
' 电影 推荐 收 电影 清单 足够 年 部 部 经典',电影
' 时常 遍 视频 SHINee 重演 经典 广告 肟 岇 厰 肟 岇 厰 打开',科技
' 欧豪 争 抢 风 欧豪 点 赞 打破 常规 欧 豪 金鹰节 青春 强制',综艺娱乐
' 教 米 糊 做法 早餐 喝 粥 转给 做 喝 新 技能 舌尖 美食 菜谱 大全',美食
' 距离 比赛季 揭幕 剩 天',体育
' 杜长军 超级 军事 周 惹 俄罗斯 特种部 俄罗斯 反 恐 合辑',军事
' 王安石 公 辈 坐 读书 耳 学术界 追根 王安石 句',历史
' 天 太 爱 男子 假装溺水 象 跑 河里 面 救 上岸 LHappy 张江 秒 拍 视频',时事
' 天 张 文艺 晚安 忙碌 世界',汽车
' 武器线虫入侵 灾难 惊 悚 韩影 推荐 整 部 电影 全程 高能 尿 点 聚焦 潜藏 人体 变种 寄生虫 现实 恐惧 附加 多变 人性 之上 喜欢 釜山 行 类 灾难 电影 童 鞋 错过 线 蓝 补 档 生物系 灾难 巨 作 武器线虫入侵',电影
' 发布 头 条 文章 条 爆 红 段子 爆 弱 条 爆 红 段子 爆 弱',科技
' 花儿 少年 季 导演 邀请 明星 旅行',综艺娱乐
' 深夜 诱惑 时而 想念 碗 辣味 宋 氏 肥肠 粉 位于 思 北 联邦 广场 牛 董 旁 公交 汽车站 嘉 美 花园 记得 原先 招牌 毛 店 招牌 滋 溜 滋 溜 滑 劲 爽 肥肠 地瓜 粉 酸 南瓜 一点 酸 爽 吃 香 记得 搅拌 均匀 杂 酱 鸡蛋 拌 面 味 龙 抄 手 久',美食
' 穆里尼奥 刚刚 回 新闻 发布 室 试图 找到 曼 联 控 球 率 提问 记者 声称 控 球 率 名 帅 风范',体育
' 分享 军号 网 发 文章 圖 片 故事 Purposed built Pickup Truck 圖 片 故事 Purposed built Pickup Truck 經 著 實 眼 紅 過 圖 片中 玩 家 們 人身 裝 備 個 裝 備 縱 華 麗 無 法',军事
' 北 理 工 马兆霖',历史
' 高手 民间 湖南 退休 工人 年 雕 成 3D 清明上河图 湖南日报 湖南衡阳拖拉机厂 退休 工人 冯树元 历经 年 创作 清明上河图 雕刻作品 正式 雕刻作品 长 米 全景 立体 再现 清明上河图 画 中 人物 牲畜 楼台 亭 阁 汽车辆 船只 湖南衡阳 老人 年 雕 成 3D 清明上河图 组 图 民间 能工巧匠 点 赞',时事
' 花式 虐 汽车 汽车 踹 酷 位 骑士 踹 精彩',汽车
' 动作 电影 机 xie 师 复活 密码 188m',电影
' 陪 直 男朋友 网友 问 女生 喜欢 聊 吃喝玩乐 电影 随便 不行 聊聊 手机 游戏 软件 帮 接 女生 寒暄 一阵 开口 第一 话题 照片 漂亮 修 图 教',科技
' 湖南卫视 大型 探险 电影 七十二 层 楼 震撼 袭 南 派 叔 操 刀 位 男 嘉宾 任达华 陈伟霆 吴亦凡 赵又廷 林 更新 大张 伟 传媒 圈 外人 秒 拍 视频',综艺娱乐
' 穿 厚厚的 棉衣 踩 雪 里 吃 烤红薯 气 日子 馃 崰',美食
' 编 困 帮 飞机 前 组 皂 片 呆 萌 感 马 竞 AupaAtleti',体育
' 繁华 都市 戈壁 深处 军旅 生涯 开启 人生 倒计时 神 舟 号 神 舟 十一 号 祖国 航天 事业 见证 成长 软件 编程 号 指挥员 年 努力 自我 跨越 今晚 央视 套 军旅 人生 王洪志 人生 犹如 倒计时 神 舟 十一 号 载人 发射 号 指挥员 敬请 期待',军事
' 败 战 武昌起义 前 孙中山 识破导 十 次 武装 起义 黄花岗 起义 败 战 武昌起义 前 孙中山 识破导 十 次 武装 起义',历史
' 国外 火 保护 眼睛 运动 恢复 视力 法 度 天 天 手机 电脑 眼睛 受伤 眼睛 拒绝 近视 好好 学 随手 马 身边 近视 朋友',时事
' 双 十一 熊 童 鞋 识破 识破 戳 谢 挖 白菜',汽车
' 人生 场 旅程 经历 次 轮回 换 旅程 旅程 短 大胆 大胆 爱 攀 座 山 追 梦 事 明白 事 天 来到 世上 创开发 奇迹 大鱼 海棠 大鱼 海棠',电影
' 每日 灵感 图形设计 充满立体感 巧妙 空间 立体 字体 呈现 阴影 层叠 搭配 图形 充满立体感 引人注意 厌烦 扁平 效果 技巧 制作 出彩 立体 图形设计',科技
' Good luck youGood night',综艺娱乐
' 激励 心灵 鸡汤 寻找 志同道合 积极向上 同行 未 梦想 晚安',美食
' 新 比赛季 倒计时 早安 距离 新 比赛季 天',体育
' 年代 猛 KH 镜头 双 城 子 美 帝 KH 光学 侦察 卫星 回收 中国 西北 弹道导弹 发射场 双 城 子 发射场 照片 双 城 子 发射场 酒泉卫星发射中心 地处 内蒙古 阿拉善盟 额济纳旗 境内 保密 缘故 美 帝 搞 明白 发射场 名称 对外公开 酒泉卫星发射中心 名',军事
' 世界 做 爱 可爱 好听 好看 好吃 无奈 找 不到 可爱 好听 好吃 好看 文革 中 死 念 听 吃 爱 音乐 贝多芬 莫扎特 肖邦 食物 蔬菜 豆',历史
' 中纪委 抢 头 条 水平 杠杠 识破导 中纪委 喊 回家 片子',时事
' 用户 体验 安全带',汽车
' 大年初一 健忘 村 约 约 约 舒淇 王千源 张考全 主演 曾志偉獎門人 楊祐寧YOYANG 特别 演 奇幻 喜剧 健忘 村 内地定档 大年初一 秘 境 海报 曝光 大雪纷飞 山水 朦胧 世外桃源 景象 神秘 行 独轮汽车 浮想联翩 演员 开发型 健忘 村里 故事 充满 期待',电影
